51,46,48,50,58,31,41,RHAR_ECOLI
38,40,48,50,63,25,35,RHAS_ECOLI
24,57,48,50,63,34,43,RIMI_ECOLI
38,26,48,50,54,16,28,RIMJ_ECOLI
33,47,48,50,53,18,29,RIML_ECOLI
24,34,48,50,38,30,40,RNB_ECOLI
26,50,48,50,44,32,41,RNC_ECOLI
44,49,48,50,39,38,40,RND_ECOLI
43,32,48,50,33,45,52,RNE_ECOLI
49,43,48,50,49,30,40,SERC_ECOLI
47,28,48,50,56,20,25,SLYD_ECOLI
32,33,48,50,60,6,20,SOXS_ECOLI
34,35,48,50,51,49,56,SYA_ECOLI
35,34,48,50,46,30,27,SYC_ECOLI
38,30,48,50,43,29,39,SYD_ECOLI
38,44,48,50,43,20,31,SYE_ECOLI
41,51,48,50,58,20,31,SYFA_ECOLI
34,42,48,50,41,34,43,SYFB_ECOLI
51,49,48,50,53,14,26,SYGA_ECOLI
25,51,48,50,37,42,50,SYGB_ECOLI
29,28,48,50,50,42,50,SYH_ECOLI
25,26,48,50,39,32,42,SYI_ECOLI
24,41,48,50,49,23,34,SYK1_ECOLI
17,39,48,50,53,30,39,SYK2_ECOLI
4,31,48,50,41,29,39,SYL_ECOLI
61,36,48,50,49,35,44,SYM_ECOLI
34,51,48,50,44,37,46,SYP_ECOLI
28,33,48,50,45,22,33,SYQ_ECOLI
40,46,48,50,42,35,44,SYR_ECOLI
23,34,48,50,43,26,37,SYS_ECOLI
37,44,48,50,42,39,47,SYT_ECOLI
0,38,48,50,42,48,55,SYV_ECOLI
39,31,48,50,38,34,43,SYW_ECOLI
30,44,48,50,49,22,33,SYY_ECOLI
27,30,48,50,71,28,39,THGA_ECOLI
17,52,48,50,49,37,46,THIK_ECOLI
36,42,48,50,53,32,41,TYRB_ECOLI
30,37,48,50,43,18,30,UBIC_ECOLI
26,40,48,50,36,26,37,UGPQ_ECOLI
40,41,48,50,55,22,33,USPA_ECOLI
22,34,48,50,42,29,39,UVRB_ECOLI
44,35,48,50,44,52,59,UVRC_ECOLI
27,42,48,50,37,38,43,XGPT_ECOLI
16,43,48,50,54,27,37,XYLA_ECOLI
6,61,48,50,49,92,37,EMRA_ECOLI
44,52,48,50,43,47,54,AAS_ECOLI
63,47,48,50,51,82,84,AMPE_ECOLI
23,48,48,50,59,88,89,ARAE_ECOLI
34,49,48,50,58,85,80,ARAH_ECOLI
43,40,48,50,58,75,78,AROP_ECOLI
46,61,48,50,48,86,87,ATKB_ECOLI
27,35,48,50,51,77,79,ATP6_ECOLI
52,39,48,50,65,71,73,BETT_ECOLI
29,47,48,50,71,65,69,CODB_ECOLI
55,47,48,50,57,78,80,CYDA_ECOLI
12,67,48,50,74,58,63,CYOC_ECOLI
40,50,48,50,65,82,84,CYOD_ECOLI
73,36,48,50,53,91,92,DCTA_ECOLI
84,44,48,50,48,71,74,DHG_ECOLI
48,45,48,50,60,78,80,DHSC_ECOLI
54,49,48,50,40,87,88,DHSD_ECOLI
48,41,48,50,51,90,88,DPPC_ECOLI
50,66,48,50,31,92,92,DSBB_ECOLI
72,46,48,50,51,66,70,ENVZ_ECOLI
47,55,48,50,58,71,75,EXBB_ECOLI
33,56,48,50,33,78,80,FRDC_ECOLI
64,58,48,50,48,78,73,FRDD_ECOLI
54,57,48,50,56,81,83,FTSW_ECOLI
47,59,48,50,52,76,79,GABP_ECOLI
63,50,48,50,59,85,86,GALP_ECOLI
49,42,48,50,53,79,81,GLNP_ECOLI
31,50,48,50,57,84,85,GLPT_ECOLI
74,44,48,50,55,88,89,GLTP_ECOLI
33,45,48,50,45,88,89,KDGL_ECOLI
45,40,48,50,61,74,77,KGTP_ECOLI
71,40,48,50,71,70,74,LACY_ECOLI
50,37,48,50,66,64,69,LGT_ECOLI
66,53,48,50,59,66,66,LLDP_ECOLI
60,61,48,50,54,67,71,LNT_ECOLI
83,37,48,50,61,71,74,LSPA_ECOLI
34,51,48,50,67,90,90,LYSP_ECOLI
63,54,48,50,65,79,81,MALF_ECOLI
70,40,48,50,56,86,83,MALG_ECOLI
60,50,100,50,54,77,80,MCP3_ECOLI
16,51,48,50,33,39,48,MSBB_ECOLI
74,70,48,50,66,65,69,MTR_ECOLI
20,46,48,50,57,78,81,NANT_ECOLI
89,55,48,50,51,72,76,NHAA_ECOLI
70,46,48,50,56,78,73,NHAB_ECOLI
12,43,48,50,63,70,74,PHEP_ECOLI
61,52,48,50,54,67,52,PHOR_ECOLI
33,37,48,50,46,65,69,PNTA_ECOLI
63,65,48,50,66,67,71,POTE_ECOLI
41,51,48,50,53,75,78,PROP_ECOLI
34,67,48,50,52,76,79,PSTA_ECOLI
58,34,48,50,56,87,81,PSTC_ECOLI
59,56,48,50,55,80,82,PTAA_ECOLI
51,40,48,50,57,62,67,PTBA_ECOLI
50,57,48,50,71,61,66,PTCC_ECOLI
60,46,48,50,45,81,83,PTDA_ECOLI
37,47,48,50,39,76,79,PTFB_ECOLI
58,55,48,50,57,70,74,PTGB_ECOLI
36,47,48,50,51,69,72,PTHB_ECOLI
39,41,48,50,52,72,75,PTMA_ECOLI
35,51,48,50,61,71,74,PTOA_ECOLI
31,44,48,50,50,79,82,PTTB_ECOLI
61,66,48,50,46,87,88,RODA_ECOLI
48,49,48,50,52,77,71,SECE_ECOLI
11,50,48,50,58,72,68,SECF_ECOLI
31,36,48,50,58,94,94,SECY_ECOLI
68,51,48,50,71,75,78,TNAB_ECOLI
69,39,48,50,57,76,79,XYLE_ECOLI
52,54,48,50,62,76,79,YCEE_ECOLI
46,59,48,50,36,76,23,EXBD_ECOLI
36,45,48,50,38,79,17,FTSL_ECOLI
0,51,48,50,35,67,44,FTSN_ECOLI
10,49,48,50,41,67,21,FTSQ_ECOLI
30,51,48,50,42,61,34,MOTB_ECOLI
61,47,48,50,0,80,32,TOLA_ECOLI
63,75,48,50,64,73,66,TOLQ_ECOLI
71,52,48,50,64,100,99,EMRB_ECOLI
85,53,48,50,53,52,35,ATKC_ECOLI
63,49,48,50,54,76,79,NFRB_ECOLI
75,55,100,100,40,47,30,NLPA_ECOLI
70,39,100,50,51,82,84,CYOA_ECOLI
72,42,48,50,65,77,79,ATKA_ECOLI
79,41,48,50,66,81,83,BCR_ECOLI
83,48,48,50,65,76,79,CADB_ECOLI
69,43,48,50,59,74,77,CAIT_ECOLI
79,36,48,50,46,82,70,CPXA_ECOLI
78,33,48,50,57,77,79,CRED_ECOLI
75,37,48,50,64,70,74,CYDB_ECOLI
59,29,48,50,64,75,77,CYOB_ECOLI
67,37,48,50,54,64,68,CYOE_ECOLI
66,48,48,50,54,70,74,DMSC_ECOLI
64,46,48,50,48,73,76,DPPB_ECOLI
76,71,48,50,50,71,75,DSBD_ECOLI
84,49,48,50,55,78,74,FEPD_ECOLI
77,55,48,50,51,78,74,FEPG_ECOLI
81,44,48,50,42,67,68,FTSH_ECOLI
58,60,48,50,59,73,76,GLTS_ECOLI
63,42,48,50,48,77,80,KEFC_ECOLI
62,42,48,50,58,79,81,KUP_ECOLI
86,39,48,50,59,89,90,MCP1_ECOLI
81,53,48,50,57,87,88,MCP2_ECOLI
87,49,48,50,61,76,79,MCP4_ECOLI
47,46,48,50,62,74,77,MELB_ECOLI
76,41,48,50,50,59,62,MOTA_ECOLI
70,53,48,50,70,86,87,NUPC_ECOLI
64,45,48,50,67,61,66,NUPG_ECOLI
81,52,48,50,57,78,80,PNTB_ECOLI
73,26,48,50,57,75,78,PTKC_ECOLI
49,61,100,50,56,71,74,RHAT_ECOLI
88,42,48,50,52,73,75,SECD_ECOLI
84,54,48,50,75,92,70,SECG_ECOLI
63,51,48,50,64,72,76,TEHA_ECOLI
86,55,48,50,63,81,83,TYRP_ECOLI
79,54,48,50,50,66,68,UHPB_ECOLI
57,38,48,50,6,49,33,TONB_ECOLI
78,44,48,50,45,73,68,LEP_ECOLI
78,68,48,50,83,40,29,FADL_ECOLI
63,69,48,50,65,41,28,FHUA_ECOLI
67,88,48,50,73,50,25,LAMB_ECOLI
61,75,48,50,51,33,33,NFRA_ECOLI
67,84,48,50,74,54,37,NMPC_ECOLI
74,90,48,50,57,53,29,OMPA_ECOLI
73,84,48,50,86,58,29,OMPC_ECOLI
75,76,48,50,83,57,30,OMPF_ECOLI
77,57,48,50,88,53,20,OMPX_ECOLI
74,78,48,50,75,54,15,PHOE_ECOLI
68,76,48,50,84,45,27,TSX_ECOLI
56,68,48,50,77,36,45,BTUB_ECOLI
65,51,48,50,66,54,33,CIRA_ECOLI
52,81,48,50,72,38,38,FECA_ECOLI
64,57,48,50,70,33,26,FEPA_ECOLI
60,76,100,50,77,59,52,FHUE_ECOLI
69,59,48,50,77,39,21,OMPP_ECOLI
63,49,48,50,79,45,28,OMPT_ECOLI
71,71,48,50,68,43,36,TOLC_ECOLI
68,63,48,50,73,40,30,PA1_ECOLI
77,57,100,50,37,54,1,MULI_ECOLI
66,49,100,50,54,56,36,NLPB_ECOLI
71,46,100,50,52,59,30,NLPE_ECOLI
67,55,100,50,66,58,16,PAL_ECOLI
68,49,100,50,62,55,28,SLP_ECOLI
74,49,48,50,42,54,36,AGP_ECOLI
70,61,48,50,56,52,43,AMY1_ECOLI
66,86,48,50,34,41,36,ARAF_ECOLI
73,78,48,50,58,51,31,ASG2_ECOLI
65,57,48,50,47,47,51,BGLX_ECOLI
72,86,48,50,17,55,21,C562_ECOLI
67,70,48,50,46,45,33,CN16_ECOLI
67,81,48,50,54,49,23,CYPH_ECOLI
67,61,48,50,51,37,38,CYSP_ECOLI
63,100,48,50,35,51,49,DGAL_ECOLI
57,59,48,50,39,47,33,DPPA_ECOLI
71,71,48,50,40,54,39,DSBA_ECOLI
66,74,48,50,31,38,43,DSBC_ECOLI
67,81,48,50,25,42,25,ECOT_ECOLI
64,72,48,50,49,42,19,ECPD_ECOLI
68,82,48,50,38,65,56,FECB_ECOLI
32,39,48,50,53,28,38,FECR_ECOLI
70,64,48,50,47,51,47,FEPB_ECOLI
63,57,48,50,49,70,20,FIMC_ECOLI
74,82,48,50,49,49,41,GGT_ECOLI
63,86,48,50,39,47,34,GLNH_ECOLI
63,83,48,50,40,39,19,GLPQ_ECOLI
63,71,48,50,60,40,39,HTRA_ECOLI
71,86,48,50,40,54,32,LIVJ_ECOLI
68,78,48,50,43,44,42,LIVK_ECOLI
64,84,48,50,37,45,40,MALE_ECOLI
74,47,48,50,50,57,42,MALM_ECOLI
75,84,48,50,35,52,33,MEPA_ECOLI
63,65,48,50,39,44,35,MODA_ECOLI
69,67,48,50,30,39,24,NRFA_ECOLI
70,71,48,50,42,84,85,NRFF_ECOLI
69,80,48,50,46,57,26,OPPA_ECOLI
64,66,48,50,41,39,20,OSMY_ECOLI
63,80,48,50,46,31,29,POTD_ECOLI
66,71,48,50,41,50,35,POTF_ECOLI
69,59,48,50,46,44,52,PPA_ECOLI
68,67,48,50,49,40,34,PPB_ECOLI
64,78,48,50,50,36,38,PROX_ECOLI
62,78,48,50,47,49,54,PSTS_ECOLI
76,73,48,50,44,39,39,PTR_ECOLI
64,81,48,50,37,39,44,RBSB_ECOLI
29,39,48,50,52,40,48,SPEA_ECOLI
62,83,48,50,46,36,40,SUBI_ECOLI
56,54,48,50,43,37,30,TBPA_ECOLI
69,66,48,50,41,50,25,TESA_ECOLI
69,65,48,50,63,48,41,TOLB_ECOLI
43,59,48,50,52,49,56,TORA_ECOLI
74,56,48,50,47,68,30,TREA_ECOLI
71,57,48,50,48,35,32,UGPB_ECOLI
61,60,48,50,44,39,38,USHA_ECOLI
59,61,48,50,42,42,37,XYLF_ECOLI
74,74,48,50,31,53,52,YTFQ_ECOLI
